reference;identifier;polymer_type;polymer_type_style;polymerization_type;SMILES_start;SMILES_end;SMILES_rep_u1;molpercent_rep_u1;SMILES_rep_u2;molpercent_rep_u2;SMILES_rep_u3;molpercent_rep_u3;Mn;PDI;Mw;mass_characterization_method;mass_characterization_method_standard;heating_rate;n_of_heating_cycles;add1;add1_percent;add2;add2_percent;Glass_temperature;2nd_Glass_temperature;tg_def_type;Decomposition temp;td_def_type;Unnamed: 29;Comment;rating
10.1039/D2PY00598K;NZ-DAD-014-3;Co;Random;free radical polymerization;[*]C(C)(C)(C#N);[*]C(C)(C)(C#N);[*]CC[*](SCCO);0,45;[*]CC[*](C(=O)OCCCC);0,55;;;408700,0;2,4;;SEC;PMMA;9,47;3;;;;;-17,0;;C;340,0;0,05;;C3 Poly(VME-co-n-BA);
10.1039/D2PY00598K;NZ-DAD-014-7;Co;Random;free radical polymerization;[*]C(C)(C)(C#N);[*]C(C)(C)(C#N);[*]CC[*](SCCO);0,4;[*]CCS(=O)(=O)CCO[*];0,6;;;62000,0;1,8;;SEC;PMMA;9,47;3;;;;;65,0;;C;231,0;0,05;;Poly(VME-co-VSE);
10.1039/D2PY00598K;NZ-140;Homo;;free radical polymerization;[*]C(C)(C)(C#N);[*]C(C)(C)(C#N);[*]CC[*](SCCO);1,0;;;;;146100,0;2,3;;SEC;PMMA;9,47;3;;;;;21,4;;C;300,0;0,05;;P1;
10.1039/D2PY00598K;NZ-DAD-019;Co;Random;free radical polymerization;[*]C(C)(C)(C#N);[*]C(C)(C)(C#N);[*]CC[*](SCCO);0,19;[*]CC[*](C)(C(=O)OC);0,81;;;272700,0;2,0;;SEC;PMMA;9,47;3;;;;;96,0;;C;;;;C1 Poly(VME-co-MMA);
10.1039/D2PY00598K;NZ-DAD-029;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,47;[*]CC[*](C(=O)OCCCC);0,53;;;10100,0;1,1;;SEC;PMMA;9,47;3;;;;;-23,0;;C;;;;P(VME-co-BA)40;
10.1039/D2PY00598K;NZ-DAD-023;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,44;[*]CC[*](C(=O)OCCCC);0,56;;;19300,0;1,1;;SEC;PMMA;9,47;3;;;;;-25,0;;C;;;;P(VME-co-BA)82;
10.1039/D2PY00598K;NZ-DAD-031;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,47;[*]CC[*](C(=O)OCCCC);0,53;;;38100,0;1,1;;SEC;PMMA;9,47;3;;;;;-19,0;;C;;;;P(VME-co-BA)187;
10.1039/D2PY00598K;NZ-DAD-030;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,57;[*]CC[*](C)(C(=O)OC);0,43;;;14600,0;1,1;;SEC;PMMA;9,47;3;;;;;57,0;;C;;;;P(VME-co-MMA)48;
10.1039/D2PY00598K;NZ-DAD-025;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,44;[*]CC[*](C)(C(=O)OC);0,56;;;17000,0;1,1;;SEC;PMMA;9,47;3;;;;;56,0;;C;;;;P(VME-co-MMA)81;
10.1039/D2PY00598K;NZ-DAD-032;Co;Random;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,44;[*]CC[*](C)(C(=O)OC);0,56;;;26800,0;1,2;;SEC;PMMA;9,47;3;;;;;55,0;;C;;;;P(VME-co-MMA)154;
10.1039/D2PY00598K;NZ-DAD-059;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);1,0;;;;;14600,0;1,1;;SEC;PMMA;9,47;3;;;;;12,0;;C;;;;PVME62;
10.1039/D2PY00598K;NZ-DAD-046;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OCCCC);1,0;;;;;13100,0;1,1;;SEC;PMMA;9,47;3;;;;;-53,0;;C;;;;PBA92;
10.1039/D2PY00598K;NZ-DAD-045;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;11800,0;1,1;;SEC;PMMA;9,47;3;;;;;95,0;;C;;;;PMMA96;
10.1039/D2PY00598K;;Block;AB;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,43;[*]CC[*](C(=O)OCCCC);0,57;;;22100,0;1,1;;SEC;PMMA;9,47;3;;;;;-48,0;7,0;C;;;;R14 PVME-PBA;
10.1039/D2PY00598K;;Block;AB;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,19;[*]CC[*](C(=O)OCCCC);0,81;;;30700,0;1,1;;SEC;PMMA;9,47;3;;;;;-52,0;13,0;C;;;;R16 PVME-PBA;
10.1039/D2PY00598K;;Block;AB;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](SCCO);0,25;[*]CC[*](C)(C(=O)OC);0,75;;;18200,0;1,1;;SEC;PMMA;9,47;3;;;;;109,0;;C;;;;R18 PVME-PMMA;
10.3390/polym14030361 ;TS-001;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;29700,0;1,16;;SEC;PMMA;9,47;3;;;;;102,1;;C;;;;;
10.3390/polym14030361 ;TS-002;Homo;;free radical polymerization;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;101400,0;1,88;;SEC;PMMA;9,47;3;;;;;119,3;;C;;;;;
10.3390/polym14030361 ;TS-003;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;6900,0;1,19;;SEC;PS;9,47;3;;;;;85,5;;C;;;;;
10.3390/polym14030361 ;TS-004;Homo;;free radical polymerization;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;42300,0;1,51;;SEC;PS;9,47;3;;;;;98,4;;C;;;;;
10.3390/polym14030361 ;TS-005;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;16500,0;1,15;;SEC;PMMA;9,47;3;;;;;95,6;;C;;;;;
10.3390/polym14030361 ;TS-006;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;3500,0;1,08;;SEC;PS;9,47;3;;;;;64,1;;C;;;;;
10.3390/polym14030361 ;TS-009a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCc1ccccc1);1,0;;;;;10200,0;1,18;;SEC;PMMA;9,47;3;;;;;47,6;;C;;;;;
10.3390/polym14030361 ;TS-009b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCc1ccccc1);1,0;;;;;19000,0;1,2;;SEC;PMMA;9,47;3;;;;;54,0;;C;;;;;
10.3390/polym14030361 ;TS-009c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCc1ccccc1);1,0;;;;;30000,0;1,25;;SEC;PMMA;9,47;3;;;;;57,4;;C;;;;;
10.3390/polym14030361 ;TS-009d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCc1ccccc1);1,0;;;;;12500,0;1,8;;SEC;PMMA;9,47;3;;;;;49,5;;C;;;;;
10.3390/polym14030361 ;TS-009e;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCc1ccccc1);1,0;;;;;23600,0;1,38;;SEC;PMMA;9,47;3;;;;;53,5;;C;;;;;
10.3390/polym14030361 ;TS-010a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCCC);1,0;;;;;8400,0;1,2;;SEC;PMMA;9,47;3;;;;;16,0;;C;;;;;
10.3390/polym14030361 ;TS-010b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCCC);1,0;;;;;15700,0;1,14;;SEC;PMMA;9,47;3;;;;;26,9;;C;;;;;
10.3390/polym14030361 ;TS-010c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCCC);1,0;;;;;25500,0;1,26;;SEC;PMMA;9,47;3;;;;;68,1;;C;;;;;
10.3390/polym14030361 ;TS-0010d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCCC);1,0;;;;;41100,0;1,27;;SEC;PMMA;9,47;3;;;;;33,6;;C;;;;nicht so schön;
10.3390/polym14030361 ;TS-011a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)(C)C);1,0;;;;;9000,0;1,14;;SEC;PMMA;9,47;3;;;;;;;C;;;;kein Tg gefunden;
10.3390/polym14030361 ;TS-011b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)(C)C);1,0;;;;;13600,0;1,23;;SEC;PMMA;9,47;3;;;;;120,4;;C;;;;;
10.3390/polym14030361 ;TS-011c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)(C)C);1,0;;;;;25900,0;1,13;;SEC;PMMA;9,47;3;;;;;;;C;;;;kein Tg gefunden;
10.3390/polym14030361 ;TS-011d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)(C)C);1,0;;;;;37900,0;1,18;;SEC;PMMA;9,47;3;;;;;;;C;;;;kein Tg gefunden;
10.3390/polym14030361 ;TS-012a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC(C)C);1,0;;;;;10800,0;1,15;;SEC;PMMA;9,47;3;;;;;52,7;;C;;;;;
10.3390/polym14030361 ;TS-012b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC(C)C);1,0;;;;;13900,0;1,1;;SEC;PMMA;9,47;3;;;;;59,9;;C;;;;;
10.3390/polym14030361 ;TS-012c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC(C)C);1,0;;;;;25000,0;1,15;;SEC;PMMA;9,47;3;;;;;59,0;;C;;;;;
10.3390/polym14030361 ;TS-012d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC(C)C);1,0;;;;;43500,0;1,19;;SEC;PMMA;9,47;3;;;;;52,7;;C;;;;;
10.3390/polym14030361 ;TS-013a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CCCCC1);1,0;;;;;11700,0;1,11;;SEC;PMMA;9,47;3;;;;;62,2;;C;;;;;
10.3390/polym14030361 ;TS-013b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CCCCC1);1,0;;;;;20600,0;1,09;;SEC;PMMA;9,47;3;;;;;23,9;;C;;;;;
10.3390/polym14030361 ;TS-013c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CCCCC1);1,0;;;;;14200,0;1,5;;SEC;PMMA;9,47;3;;;;;59,7;;C;;;;;
10.3390/polym14030361 ;TS-013d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CCCCC1);1,0;;;;;34700,0;1,13;;SEC;PMMA;9,47;3;;;;;70,8;;C;;;;;
10.3390/polym14030361 ;TS-014a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)C);1,0;;;;;8100,0;1,19;;SEC;PMMA;9,47;3;;;;;;;C;;;;;
10.3390/polym14030361 ;TS-014b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)C);1,0;;;;;18800,0;1,06;;SEC;PMMA;9,47;3;;;;;;;C;;;;;
10.3390/polym14030361 ;TS-014c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)C);1,0;;;;;18300,0;1,27;;SEC;PMMA;9,47;3;;;;;;;C;;;;;
10.3390/polym14030361 ;TS-014d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC(C)C);1,0;;;;;15600,0;1,67;;SEC;PMMA;9,47;3;;;;;;;C;;;;;
10.3390/polym14030361 ;TS-015a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC);1,0;;;;;10000,0;1,14;;SEC;PMMA;9,47;3;;;;;66,5;;C;;;;;
10.3390/polym14030361 ;TS-015b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC);1,0;;;;;15200,0;1,18;;SEC;PMMA;9,47;3;;;;;61,2;;C;;;;;
10.3390/polym14030361 ;TS-015c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC);1,0;;;;;22400,0;1,19;;SEC;PMMA;9,47;3;;;;;64,9;;C;;;;;
10.3390/polym14030361 ;TS-015d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCC);1,0;;;;;23500,0;1,47;;SEC;PMMA;9,47;3;;;;;64,8;;C;;;;;
10.3390/polym14030361 ;TS-016a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCC);1,0;;;;;9700,0;1,15;;SEC;PMMA;9,47;3;;;;;43,2;;C;;;;;
10.3390/polym14030361 ;TS-016b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCC);1,0;;;;;16400,0;1,1;;SEC;PMMA;9,47;3;;;;;66,4;;C;;;;schlecht sichtbar;
10.3390/polym14030361 ;TS-016c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCC);1,0;;;;;28600,0;1,15;;SEC;PMMA;9,47;3;;;;;57,2;;C;;;;;
10.3390/polym14030361 ;TS-016d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCC);1,0;;;;;16800,0;1,56;;SEC;PMMA;9,47;3;;;;;36,1;;C;;;;;
10.3390/polym14030361 ;TS-017a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCO);1,0;;;;;28500,0;1,44;;SEC;PMMA;9,47;3;;;;;98,6;;C;;;;2. Zyklus trotzdem gut;
10.3390/polym14030361 ;TS-017b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCO);1,0;;;;;40800,0;1,26;;SEC;PMMA;9,47;3;;;;;91,4;;C;;;;;
10.3390/polym14030361 ;TS-017c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCO);1,0;;;;;30600,0;1,44;;SEC;PMMA;9,47;3;;;;;75,3;;C;;;;;
10.3390/polym14030361 ;TS-017d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCO);1,0;;;;;83300,0;1,39;;SEC;PMMA;9,47;3;;;;;111,8;;C;;;;;
10.3390/polym14030361 ;TS-018a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;12300,0;1,1;;SEC;PMMA;9,47;3;;;;;;;C;;;;kein Tg gefunden;
10.3390/polym14030361 ;TS-018b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;18600,0;1,16;;SEC;PMMA;9,47;3;;;;;;;C;;;;Messung nicht möglich;
10.3390/polym14030361 ;TS-018c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;26800,0;1,15;;SEC;PMMA;9,47;3;;;;;104,5;;C;;;;;
10.3390/polym14030361 ;TS-018d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;7400,0;1,17;;SEC;PMMA;9,47;3;;;;;184,2;;C;;;;;
10.3390/polym14030361 ;TS-019a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)Oc1ccccc1);1,0;;;;;10800,0;1,32;;SEC;PMMA;9,47;3;;;;;96,2;;C;;;;;
10.3390/polym14030361 ;TS-019b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)Oc1ccccc1);1,0;;;;;18600,0;1,32;;SEC;PMMA;9,47;3;;;;;100,3;;C;;;;;
10.3390/polym14030361 ;TS-019c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)Oc1ccccc1);1,0;;;;;27800,0;1,37;;SEC;PMMA;9,47;3;;;;;102,6;;C;;;;;
10.3390/polym14030361 ;TS-019d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)Oc1ccccc1);1,0;;;;;19200,0;1,53;;SEC;PMMA;9,47;3;;;;;106,9;;C;;;;;
10.3390/polym14030361 ;TS-020a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(Br)cc1);1,0;;;;;7200,0;1,12;;SEC;PS;9,47;3;;;;;123,9;;C;;;;;
10.3390/polym14030361 ;TS-020b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(Br)cc1);1,0;;;;;12000,0;1,14;;SEC;PS;9,47;3;;;;;131,6;;C;;;;;
10.3390/polym14030361 ;TS-020c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(Br)cc1);1,0;;;;;19000,0;1,09;;SEC;PS;9,47;3;;;;;125,2;;C;;;;;
10.3390/polym14030361 ;TS-020d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(Br)cc1);1,0;;;;;23300,0;1,13;;SEC;PS;9,47;3;;;;;139,1;;C;;;;;
10.3390/polym14030361 ;TS-021a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;8700,0;1,14;;SEC;PS;9,47;3;;;;;91,4;;C;;;;;
10.3390/polym14030361 ;TS-023a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C)cc1);1,0;;;;;4300,0;1,07;;SEC;PS;9,47;3;;;;;82,0;;C;;;;;
10.3390/polym14030361 ;TS-023b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C)cc1);1,0;;;;;4300,0;1,07;;SEC;PS;9,47;3;;;;;94,2;;C;;;;;
10.3390/polym14030361 ;TS-023c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C)cc1);1,0;;;;;6900,0;1,03;;SEC;PS;9,47;3;;;;;99,7;;C;;;;;
10.3390/polym14030361 ;TS-023d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C)cc1);1,0;;;;;5100,0;1,36;;SEC;PS;9,47;3;;;;;92,4;;C;;;;;
10.3390/polym14030361 ;TS-024a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C(C)(C)(C))cc1);1,0;;;;;3100,0;1,2;;SEC;PS;9,47;3;;;;;115,2;;C;;;;;
10.3390/polym14030361 ;TS-024b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C(C)(C)(C))cc1);1,0;;;;;2700,0;1,43;;SEC;PS;9,47;3;;;;;112,1;;C;;;;;
10.3390/polym14030361 ;TS-024c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C(C)(C)(C))cc1);1,0;;;;;3600,0;1,59;;SEC;PS;9,47;3;;;;;118,9;;C;;;;;
10.3390/polym14030361 ;TS-024d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc(C(C)(C)(C))cc1);1,0;;;;;2200,0;1,75;;SEC;PS;9,47;3;;;;;106,1;;C;;;;;
10.3390/polym14030361 ;TS-025a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc([Cl])cc1);1,0;;;;;2700,0;1,43;;SEC;PS;9,47;3;;;;;103,9;;C;;;;;
10.3390/polym14030361 ;TS-025b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc([Cl])cc1);1,0;;;;;7100,0;1,13;;SEC;PS;9,47;3;;;;;117,2;;C;;;;;
10.3390/polym14030361 ;TS-025c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc([Cl])cc1);1,0;;;;;5700,0;1,15;;SEC;PS;9,47;3;;;;;113,4;;C;;;;;
10.3390/polym14030361 ;TS-025d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccc([Cl])cc1);1,0;;;;;15900,0;1,12;;SEC;PS;9,47;3;;;;;121,5;;C;;;;;
10.3390/polym14030361 ;TS-026a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;6600,0;1,38;;SEC;PMMA;9,47;3;;;;;60,0;;C;;;;;
10.3390/polym14030361 ;TS-026b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;9500,0;1,76;;SEC;PMMA;9,47;3;;;;;58,3;;C;;;;;
10.3390/polym14030361 ;TS-026c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;12300,0;2,1;;SEC;PMMA;9,47;3;;;;;73,5;;C;;;;;
10.3390/polym14030361 ;TS-026d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CC2CCC1(C)C2(C)C);1,0;;;;;10400,0;2,23;;SEC;PMMA;9,47;3;;;;;98,2;;C;;;;;
10.3390/polym14030361 ;TS-027a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OCCCCCCCCCCCCCCCC);1,0;;;;;11000,0;1,2;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt 33.1;
10.3390/polym14030361 ;TS-027b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OCCCCCCCCCCCCCCCC);1,0;;;;;20800,0;1,21;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt 34.7;
10.3390/polym14030361 ;TS-027c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OCCCCCCCCCCCCCCCC);1,0;;;;;24900,0;1,38;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt 34.7;
10.3390/polym14030361 ;TS-027d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OCCCCCCCCCCCCCCCC);1,0;;;;;33700,0;1,49;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt 35.7;
10.3390/polym14030361 ;TS-028a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CCCCC1);1,0;;;;;5800,0;1,3;;SEC;PMMA;9,47;3;;;;;24,2;;C;;;;;
10.3390/polym14030361 ;TS-028b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CCCCC1);1,0;;;;;15500,0;1,26;;SEC;PMMA;9,47;3;;;;;27,6;;C;;;;;
