reference;identifier;polymer_type;polymer_type_style;polymerization_type;SMILES_start;SMILES_end;SMILES_rep_u1;molpercent_rep_u1;SMILES_rep_u2;molpercent_rep_u2;SMILES_rep_u3;molpercent_rep_u3;Mn;PDI;Mw;mass_characterization_method;mass_characterization_method_standard;heating_rate;n_of_heating_cycles;add1;add1_percent;add2;add2_percent;Glass_temperature;2nd_Glass_temperature;tg_def_type;Decomposition temp;td_def_type;Unnamed: 29;Comment;rating
10.3390/polym14030361 ;TS-028c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CCCCC1);1,0;;;;;22500,0;1,57;;SEC;PMMA;9,47;3;;;;;26,8;;C;;;;;
10.3390/polym14030361 ;TS-028d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC1CCCCC1);1,0;;;;;22400,0;1,61;;SEC;PMMA;9,47;3;;;;;26,2;;C;;;;;
10.3390/polym14030361 ;TS-029a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC(C)(C)C);1,0;;;;;7200,0;1,16;;SEC;PMMA;9,47;3;;;;;122,1;;C;;;;;
10.3390/polym14030361 ;TS-029b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC(C)(C)C);1,0;;;;;12000,0;1,25;;SEC;PMMA;9,47;3;;;;;124,5;;C;;;;nicht schön;
10.3390/polym14030361 ;TS-029c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC(C)(C)C);1,0;;;;;23100,0;1,24;;SEC;PMMA;9,47;3;;;;;65,0;;C;;;;;
10.3390/polym14030361 ;TS-029d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C(=O)OC(C)(C)C);1,0;;;;;14900,0;1,76;;SEC;PMMA;9,47;3;;;;;60,7;;C;;;;;
10.3390/polym14030361 ;TS-142;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;13900,0;1,27;;SEC;PMMA;9,47;3;;;;;108,6;;C;;;;Schmelzpunkt 154.1;
10.3390/polym14030361 ;TS-144a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;11700,0;1,19;;SEC;PMMA;9,47;3;;;;;108,7;;C;;;;;
10.3390/polym14030361 ;TS-144b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OC);1,0;;;;;14500,0;1,19;;SEC;PMMA;9,47;3;;;;;110,2;;C;;;;;
10.3390/polym14030361 ;TS-145a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO);1,0;;;;;22900,0;1,19;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt -6.4, Kristallisation -44.0;
10.3390/polym14030361 ;TS-145b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO);1,0;;;;;25000,0;1,24;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt -6.8, Kristallisation -42.2;
10.3390/polym14030361 ;TS-145c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO);1,0;;;;;19100,0;1,22;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt -6.1 Kristallisation -37.1;
10.3390/polym14030361 ;TS-145d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO);1,0;;;;;13500,0;1,24;;SEC;PMMA;9,47;3;;;;;;;C;;;;Schmelzpunkt -6.2, Kristallisation -41.5;
10.3390/polym14030361 ;TS-145e;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)c1ccccc1;[*]CC[*](C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO);1,0;;;;;8900,0;1,22;;SEC;PMMA;9,47;3;;;;;;;C;;;;;
10.3390/polym14030361 ;TS-146a;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;32700,0;1,42;;SEC;PS;9,47;3;;;;;102,4;;C;;;;;
10.3390/polym14030361 ;TS-146b;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;22100,0;1,39;;SEC;PS;9,47;3;;;;;100,2;;C;;;;;
10.3390/polym14030361 ;TS-146c;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;29600,0;1,38;;SEC;PS;9,47;3;;;;;100,9;;C;;;;;
10.3390/polym14030361 ;TS-146d;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;20000,0;1,32;;SEC;PS;9,47;3;;;;;99,6;;C;;;;;
10.3390/polym14030361 ;TS-146e;Homo;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](c1ccccc1);1,0;;;;;8300,0;1,32;;SEC;PS;9,47;3;;;;;90,5;;C;;;;;
;PE-265-1;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,18;[*]CC[*](c1ccccc1);0,82;;;21500,0;1,16;25000,0;SEC;PS;10,0;3;;;;;98,8;;C;;;;;
;PE-265-1;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,18;[*]CC[*](c1ccccc1);0,82;;;21500,0;1,16;25000,0;SEC;PS;20,0;2;;;;;100,5;;C;;;;;
;PE-265-2;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,34;[*]CC[*](c1ccccc1);0,66;;;25500,0;1,16;29600,0;SEC;PS;10,0;3;;;;;98,4;;C;;;;;
;PE-265-2;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,34;[*]CC[*](c1ccccc1);0,66;;;25500,0;1,16;29600,0;SEC;PS;20,0;2;;;;;100,2;;C;;;;;
;PE-265-3;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,51;[*]CC[*](c1ccccc1);0,49;;;31500,0;1,18;37200,0;SEC;MMA;10,0;3;;;;;101,0;;C;;;;;
;PE-265-3;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,51;[*]CC[*](c1ccccc1);0,49;;;31500,0;1,18;37200,0;SEC;MMA;20,0;2;;;;;103,5;;C;;;;;
;PE-265-4;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,7;[*]CC[*](c1ccccc1);0,3;;;48100,0;1,18;56700,0;SEC;MMA;10,0;3;;;;;111,2;;C;;;;;
;PE-265-4;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,7;[*]CC[*](c1ccccc1);0,3;;;48100,0;1,18;56700,0;SEC;MMA;20,0;2;;;;;114,5;;C;;;;;
;PE-265-5;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,85;[*]CC[*](c1ccccc1);0,15;;;48700,0;1,2;58300,0;SEC;MMA;10,0;3;;;;;;;C;;;;peak too shallow (77,2 °C);bad
;PE-265-5;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,85;[*]CC[*](c1ccccc1);0,15;;;48700,0;1,2;58300,0;SEC;MMA;20,0;2;;;;;81,9;;C;;;;;
;PE-265-6;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,18;[*]CC[*](c1ccccc1);0,82;;;28400,0;1,2;34100,0;SEC;PS;10,0;3;;;;;93,2;;C;;;;;
;PE-265-6;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,18;[*]CC[*](c1ccccc1);0,82;;;28400,0;1,2;34100,0;SEC;PS;20,0;2;;;;;93,5;;C;;;;;
;PE-265-7;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,34;[*]CC[*](c1ccccc1);0,66;;;34800,0;1,2;41700,0;SEC;PS;10,0;3;;;;;99,3;;C;;;;;bad
;PE-265-7;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,34;[*]CC[*](c1ccccc1);0,66;;;34800,0;1,2;41700,0;SEC;PS;20,0;2;;;;;97,3;;C;;;;;
;PE-265-8;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,53;[*]CC[*](c1ccccc1);0,47;;;39200,0;1,23;48300,0;SEC;MMA;10,0;3;;;;;99,4;;C;;;;peak very shallow;bad
;PE-265-8;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,53;[*]CC[*](c1ccccc1);0,47;;;39200,0;1,23;48300,0;SEC;MMA;20,0;2;;;;;93,9;;C;;;;;
;PE-265-9;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,7;[*]CC[*](c1ccccc1);0,3;;;63800,0;1,14;73000,0;SEC;MMA;10,0;3;;;;;106,8;;C;;;;;bad
;PE-265-9;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,7;[*]CC[*](c1ccccc1);0,3;;;63800,0;1,14;73000,0;SEC;MMA;20,0;2;;;;;101,9;;C;;;;;
;PE-265-10;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,85;[*]CC[*](c1ccccc1);0,15;;;45000,0;1,3;58500,0;SEC;MMA;10,0;3;;;;;85,3;;C;;;;peak very shallow;bad
;PE-265-10;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,85;[*]CC[*](c1ccccc1);0,15;;;45000,0;1,3;58500,0;SEC;MMA;20,0;2;;;;;81,3;;C;;;;;
;PE-265-11;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,19;[*]CC[*](c1ccccc1);0,81;;;31500,0;1,24;39000,0;SEC;PS;10,0;3;;;;;102,0;;C;;;;;
;PE-265-11;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,19;[*]CC[*](c1ccccc1);0,81;;;31500,0;1,24;39000,0;SEC;PS;20,0;2;;;;;104,6;;C;;;;;
;PE-265-12;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,33;[*]CC[*](c1ccccc1);0,67;;;38500,0;1,25;48000,0;SEC;PS;10,0;3;;;;;102,2;;C;;;;;
;PE-265-12;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,33;[*]CC[*](c1ccccc1);0,67;;;38500,0;1,25;48000,0;SEC;PS;20,0;2;;;;;103,2;;C;;;;;
;PE-265-13;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,53;[*]CC[*](c1ccccc1);0,47;;;44000,0;1,26;55500,0;SEC;MMA;10,0;3;;;;;105,1;;C;;;;peak very shallow;bad
;PE-265-13;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,53;[*]CC[*](c1ccccc1);0,47;;;44000,0;1,26;55500,0;SEC;MMA;20,0;2;;;;;101,8;;C;;;;;
;PE-265-14;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,69;[*]CC[*](c1ccccc1);0,31;;;55000,0;1,25;68800,0;SEC;MMA;10,0;3;;;;;112,0;;C;;;;;
;PE-265-14;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,69;[*]CC[*](c1ccccc1);0,31;;;55000,0;1,25;68800,0;SEC;MMA;20,0;2;;;;;113,5;;C;;;;;
;PE-265-15;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,84;[*]CC[*](c1ccccc1);0,16;;;51500,0;1,28;65900,0;SEC;MMA;10,0;3;;;;;100,7;;C;;;;;bad
;PE-265-15;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,84;[*]CC[*](c1ccccc1);0,16;;;51500,0;1,28;65900,0;SEC;MMA;20,0;2;;;;;95,8;;C;;;;;
;PE-265-16;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,12;[*]CC[*](c1ccccc1);0,88;;;26700,0;1,21;32100,0;SEC;PS;10,0;3;;;;;94,2;;C;;;;;
;PE-265-16;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,12;[*]CC[*](c1ccccc1);0,88;;;26700,0;1,21;32100,0;SEC;PS;20,0;2;;;;;94,2;;C;;;;;
;PE-265-18;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,49;[*]CC[*](c1ccccc1);0,51;;;38600,0;1,25;48100,0;SEC;MMA;10,0;3;;;;;105,4;;C;;;;;
;PE-265-18;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,49;[*]CC[*](c1ccccc1);0,51;;;38600,0;1,25;48100,0;SEC;MMA;20,0;2;;;;;105,3;;C;;;;;
;PE-265-19;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,77;[*]CC[*](c1ccccc1);0,23;;;67000,0;1,17;78400,0;SEC;MMA;10,0;3;;;;;115,1;;C;;;;;
;PE-265-19;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,77;[*]CC[*](c1ccccc1);0,23;;;67000,0;1,17;78400,0;SEC;MMA;20,0;2;;;;;115,0;;C;;;;;
;PE-265-21;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,13;[*]CC[*](c1ccccc1);0,87;;;32900,0;1,31;43100,0;SEC;PS;10,0;3;;;;;102,8;;C;;;;;
;PE-265-21;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,13;[*]CC[*](c1ccccc1);0,87;;;32900,0;1,31;43100,0;SEC;PS;20,0;2;;;;;104,5;;C;;;;;
;PE-265-22;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,26;[*]CC[*](c1ccccc1);0,74;;;39900,0;1,28;51000,0;SEC;PS;10,0;3;;;;;92,0;;C;;;;;
;PE-265-22;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,26;[*]CC[*](c1ccccc1);0,74;;;39900,0;1,28;51000,0;SEC;PS;20,0;2;;;;;92,7;;C;;;;;
;PE-265-23;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,5;[*]CC[*](c1ccccc1);0,5;;;52900,0;1,28;67900,0;SEC;MMA;10,0;3;;;;;104,7;;C;;;;;
;PE-265-23;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,5;[*]CC[*](c1ccccc1);0,5;;;52900,0;1,28;67900,0;SEC;MMA;20,0;2;;;;;104,8;;C;;;;;
;PE-265-24;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,76;[*]CC[*](c1ccccc1);0,24;;;72700,0;1,19;86200,0;SEC;MMA;10,0;3;;;;;116,6;;C;;;;;
;PE-265-24;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,76;[*]CC[*](c1ccccc1);0,24;;;72700,0;1,19;86200,0;SEC;MMA;20,0;2;;;;;118,5;;C;;;;;
;PE-265-25;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,89;[*]CC[*](c1ccccc1);0,11;;;75700,0;1,2;90800,0;SEC;MMA;10,0;3;;;;;99,0;;C;;;;;
;PE-265-25;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,89;[*]CC[*](c1ccccc1);0,11;;;75700,0;1,2;90800,0;SEC;MMA;20,0;2;;;;;110,0;;C;;;;;
;PE-270-1;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,09;[*]CC[*](c1ccccc1);0,91;;;75700,0;1,2;90800,0;SEC;PS;10,0;3;;;;;97,4;;C;;;;;
;PE-270-1;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,09;[*]CC[*](c1ccccc1);0,91;;;75700,0;1,2;90800,0;SEC;PS;20,0;2;;;;;98,5;;C;;;;;
;PE-270-1b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,09;[*]CC[*](c1ccccc1);0,91;;;29300,0;1,15;33600,0;SEC;PS;10,0;3;;;;;101,0;;C;;;;;bad
;PE-270-1b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,09;[*]CC[*](c1ccccc1);0,91;;;29300,0;1,15;33600,0;SEC;PS;20,0;2;;;;;97,0;;C;;;;;
;PE-270-2;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;29300,0;1,15;33600,0;SEC;PS;10,0;3;;;;;99,4;;C;;;;;
;PE-270-2;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;29300,0;1,15;33600,0;SEC;PS;20,0;2;;;;;101,4;;C;;;;;
;PE-270-2b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;35000,0;1,09;38400,0;SEC;PS;10,0;3;;;;;99,8;;C;;;;;
;PE-270-2b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;35000,0;1,09;38400,0;SEC;PS;20,0;2;;;;;102,1;;C;;;;;
;PE-270-3;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;35000,0;1,09;38400,0;SEC;MMA;10,0;3;;;;;101,4;;C;;;;;
;PE-270-3;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;35000,0;1,09;38400,0;SEC;MMA;20,0;2;;;;;102,1;;C;;;;;
;PE-270-3b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;38600,0;1,15;44200,0;SEC;MMA;10,0;3;;;;;101,1;;C;;;;;
;PE-270-3b;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;38600,0;1,15;44200,0;SEC;MMA;20,0;2;;;;;102,2;;C;;;;;
;PE-270-4;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,75;[*]CC[*](c1ccccc1);0,25;;;53800,0;1,12;60200,0;SEC;MMA;10,0;3;;;;;105,5;;C;;;;peak very shallow;bad
;PE-270-4;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,75;[*]CC[*](c1ccccc1);0,25;;;53800,0;1,12;60200,0;SEC;MMA;20,0;2;;;;;85,2;;C;;;;;
;PE-270-5;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,91;[*]CC[*](c1ccccc1);0,09;;;73300,0;1,13;82700,0;SEC;MMA;10,0;3;;;;;82,8;;C;;;;peak  shallow;
;PE-270-5;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,91;[*]CC[*](c1ccccc1);0,09;;;73300,0;1,13;82700,0;SEC;MMA;20,0;2;;;;;82,5;;C;;;;;
;PE-270-6;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,1;[*]CC[*](c1ccccc1);0,9;;;47900,0;1,12;53500,0;SEC;PS;10,0;3;;;;;103,6;;C;;;;;
;PE-270-6;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,1;[*]CC[*](c1ccccc1);0,9;;;47900,0;1,12;53500,0;SEC;PS;20,0;2;;;;;106,8;;C;;;;;
;PE-270-7;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,24;[*]CC[*](c1ccccc1);0,76;;;51200,0;1,11;56800,0;SEC;PS;10,0;3;;;;;103,5;;C;;;;;
;PE-270-7;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,24;[*]CC[*](c1ccccc1);0,76;;;51200,0;1,11;56800,0;SEC;PS;20,0;2;;;;;106,9;;C;;;;;
;PE-270-8;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;62300,0;1,12;69600,0;SEC;MMA;10,0;3;;;;;95,4;;C;;;;;
;PE-270-8;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,48;[*]CC[*](c1ccccc1);0,52;;;62300,0;1,12;69600,0;SEC;MMA;20,0;2;;;;;90,9;;C;;;;;
;PE-270-9;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,75;[*]CC[*](c1ccccc1);0,25;;;86600,0;1,11;96100,0;SEC;MMA;10,0;3;;;;;102,4;;C;;;;;
;PE-270-9;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,75;[*]CC[*](c1ccccc1);0,25;;;86600,0;1,11;96100,0;SEC;MMA;20,0;2;;;;;105,1;;C;;;;;
;PE-270-10;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,9;[*]CC[*](c1ccccc1);0,1;;;108000,0;1,15;123900,0;SEC;MMA;10,0;3;;;;;79,2;;C;;;;peak  shallow;
;PE-270-10;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,9;[*]CC[*](c1ccccc1);0,1;;;108000,0;1,15;123900,0;SEC;MMA;20,0;2;;;;;83,9;;C;;;;;
;PE-270-11;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,1;[*]CC[*](c1ccccc1);0,9;;;54800,0;1,15;62900,0;SEC;PS;10,0;3;;;;;103,8;;C;;;;;
;PE-270-11;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,1;[*]CC[*](c1ccccc1);0,9;;;54800,0;1,15;62900,0;SEC;PS;20,0;2;;;;;105,4;;C;;;;;
;PE-270-12;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;60300,0;1,13;68000,0;SEC;PS;10,0;3;;;;;103,9;;C;;;;;
;PE-270-12;Co;;RAFT;[*]C(C)(C)(C#N);[*]SC(=S)SCc1ccccc1;[*]CC[*](C)(C(=O)OC);0,23;[*]CC[*](c1ccccc1);0,77;;;60300,0;1,13;68000,0;SEC;PS;20,0;2;;;;;105,6;;C;;;;;
